,word,match_rate
0,fluyt,0.8855527130739195
1,twink,0.9163188366769893
2,middy,0.7625555405951259
3,bikky,0.666621785377676
4,quink,0.8126430591086576
5,cundy,0.8834657331358556
6,bundh,0.8279924599434496
7,tuktu,0.5321125622727885
8,dixit,0.7025043759256766
9,guqin,0.8172882725191868
10,dicty,0.9818903998922849
11,thing,0.9758987478120371
12,nunny,0.5681297966877609
13,bundy,0.8559983842735963
14,bilby,0.7878012656523495
15,giddy,0.7275481351824424
16,cunit,1.0620708226740272
17,licit,0.886023966608321
18,likin,0.8467752793860239
19,vinny,0.7095731789416992
20,licht,1.0159552982361653
21,might,0.9087787801265652
22,mivvy,0.6424532112562272
23,nymph,0.8125757371751716
24,billy,0.7878012656523495
25,mincy,0.9534805439612226
26,bippy,0.706005116466945
27,kutch,0.8053049683586913
28,kingy,0.8881782684798707
29,gummy,0.6186212468022082
30,iddut,0.8711458193079306
31,which,0.6281136394237242
32,hunky,0.8110273327049953
33,hinny,0.7875319779184058
34,tiddy,0.8386293254342265
35,nuddy,0.7402046586777973
36,mythi,0.9491046182846371
37,gimpy,0.8604416318836677
38,jugum,0.48350612629594725
39,gundi,0.979803419954221
40,pilch,0.9396122256631211
41,mingi,0.7698936313450923
42,buchu,0.5794398815133971
43,cutin,1.0620708226740272
44,ninny,0.6576006462905615
45,pight,0.9085094923926215
46,jiffy,0.5350074054126834
47,climb,0.9257439073650195
48,miltz,0.9258112292985055
49,punny,0.7204793321664198
50,pygmy,0.580517032449172
51,chuff,0.5379695704860643
52,windy,0.9046721421839236
53,click,0.7702975629460078
54,wiggy,0.6304699070957318
55,flung,0.8362730577622189
56,bindi,0.7875319779184058
57,butut,0.5349400834791975
58,tufty,0.651407028409856
59,biffy,0.6279789955567524
60,blind,1.0216776625824693
61,lymph,0.8269826309411606
62,fizzy,0.5426147838965935
63,pipit,0.6609667429648579
64,fifty,0.7408778780126565
65,gibli,0.7474754274942776
66,fluty,0.8855527130739195
67,gungy,0.6857412144876801
68,mukti,0.9646559849198869
69,gulph,0.8244917194021812
70,pitch,0.9341591490507607
71,fling,0.9257439073650195
72,dilli,0.6861451460885957
73,klick,0.7702975629460078
74,lumpy,0.8875050491450115
75,bitty,0.7823481890399893
76,cuing,0.9509896324222432
77,chizz,0.5835465194560387
78,picky,0.8464386697185943
79,mizzy,0.6209101925407298
80,lichi,0.787262690184462
81,immit,0.6612360306988017
82,puddy,0.6728154032583816
83,twiny,0.9612898882455904
84,glugg,0.5422108522956779
85,linny,0.891746330954625
86,judgy,0.660899421031372
87,umpty,0.8820519725326511
88,ginny,0.7752120640904807
89,fully,0.6568601050222163
90,wifty,0.8158745119159823
91,vutty,0.6290561464925273
92,unkut,0.751851353170863
93,jimpy,0.7656523495354787
94,puffy,0.5750639558368116
95,tiyin,0.8862932543422647
96,puttu,0.5714958933620573
97,buddy,0.6362595933755217
98,dinic,0.8149993267806651
99,tithi,0.6385485391140433
100,wight,0.8311565908172883
101,plink,0.999124814864683
102,pipid,0.6043489969031911
103,plump,0.7295677931870204
104,pichi,0.7054665409990575
105,blunk,0.8730981553790225
106,guppy,0.6183519590682645
107,gundy,0.8578160764777164
108,lilty,0.9007001481082537
109,bifid,0.6421166015887976
110,lindy,1.0638211929446613
111,tutti,0.6990709573178941
112,winch,0.8478524303217988
113,thumb,0.8174902383196445
114,tipup,0.8514204927965531
115,bully,0.6983304160495489
116,hyphy,0.4402181230644944
117,bluid,0.99239262151609
118,punji,0.8652888110946546
119,niffy,0.7319240608590278
120,gyppy,0.4278982092365693
121,cluck,0.6808267133432072
122,build,0.99239262151609
123,filly,0.7463309546250169
124,ghyll,0.6396256900498183
125,fluff,0.4989228490642251
126,huzzy,0.5087518513531709
127,mumph,0.6253534401508011
128,lucid,1.0198599703783493
129,until,1.1529554328800322
130,ticky,0.9227817422916386
131,chimb,0.8215295543288004
132,limbi,0.7824828329069611
133,chunk,0.7963511512050626
134,gucky,0.722229702437054
135,clung,0.9052107176518109
136,hinky,0.9004981823077959
137,whiny,0.8625286118217316
138,qubit,0.8244243974686953
139,whizz,0.5152820789013061
140,whity,0.8714824289753602
141,kylix,0.8067860508953817
142,lying,1.0093577487545442
143,dight,0.928234818903999
144,bivvy,0.6056281136394237
145,kibbi,0.5086845294196849
146,hudud,0.4924599434495759
147,dingy,0.947286926080517
148,tummy,0.7297024370539922
149,filmi,0.7410125218796284
150,zinky,0.8009963646155918
151,thymi,0.9491046182846371
152,filii,0.5883936986670257
153,limby,0.9404200888649522
154,muffy,0.5753332435707553
155,mixup,0.7971590144068937
156,fugly,0.7744715228221355
157,infix,0.595799111350478
158,unity,1.07674700417396
159,kilim,0.779655311700552
160,knick,0.7558906691800189
161,chuck,0.576612360306988
162,kitul,1.0461828463713478
163,lingy,1.0093577487545442
164,thick,0.8947758179614919
165,unhip,0.9723980072707689
166,pulut,0.8056415780261209
167,flunk,0.8316278443516898
168,cubby,0.6074458058435438
169,piggy,0.7078228086710651
170,yukky,0.4613572101790763
171,culty,0.9544903729635115
172,hubby,0.5941160630133298
173,fubby,0.5385081459539518
174,pinny,0.8099501817692204
175,lucky,0.8387639693011983
176,punky,0.8334455365558099
177,pugil,0.9744849872088326
178,nimby,0.9260131950989633
179,width,0.8856200350074054
180,vinic,0.6948969974417665
181,milch,0.9398815133970647
182,piing,0.7696243436111485
183,putti,0.8514204927965531
184,gunny,0.6857412144876801
185,dizzy,0.6403662313181635
186,zingy,0.8056415780261209
187,cutch,0.6923387639693012
188,typic,0.9621650733809075
189,icing,0.760535882590548
190,cubit,0.9581257573717518
191,butch,0.8081324895651003
192,zhuzh,0.35081459539517973
193,fundi,0.9365154167227683
194,incut,1.0620708226740272
195,lumbi,0.9729365827386562
196,ditzy,0.8690588393698667
197,unkid,0.9751582065436919
198,linum,1.0768816480409318
199,pinky,0.9229163861586105
200,phynx,0.6817692204120103
201,mundu,0.7348862259324088
202,thymy,0.6691800188501413
203,built,1.049010367577757
204,kinky,0.7705668506799516
205,mvuli,0.9091153897939949
206,mutic,0.9949508549885553
207,bubby,0.4641847313854854
208,tinny,0.8862932543422647
209,upful,0.651272384542884
210,gutty,0.6946950316413087
211,pilum,1.009492392621516
212,titin,0.7283559983842736
213,uncut,0.7821462232395314
214,kinin,0.6126295947219604
215,hippy,0.7201427224989901
216,tight,0.7561599569139625
217,fitly,0.9750235626767201
218,mythy,0.6691800188501413
219,kwink,0.6876262286252861
220,flyby,0.5822000807863201
